sample_id,sample_labid,sample_sequenceid,duplicate_id,extraction_date,sample_tissuetype,sample_buffer,country,lateral_flow_test,dfat_result,diagnostic_result,test_centre,ngs_runid,ngs_rundate,ngs_location,ngs_platform,nanopore_platform,ngs_flowcell,ngs_prep,ngs_barcode,extraction_pass,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,consensus_coverage
,NC_extraction_RITM_21_Aug_24,NC_extraction_RITM_21_Aug_24,NC_extraction_RITM_21_Aug_24,21 Aug 2024,,,,,,,,rabv_4b_2024_r9_run7,16 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode70,fail,3033,3018,99.94250754,237.6974932,1,0,1278,6745,4688,4539,2673,4214
,NC_extraction_RITM_22_Nov_24,NC_extraction_RITM_22_Nov_24,1,22 Nov 2024,,,,,,,,rabv_4b_2024_r9_run10,26 Nov 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode60,pass,0,0,,0,0,0,0,0,-9,,,
,NC_extraction_RITM_28_Nov_24,NC_extraction_RITM_28_Nov_24,1,28 Nov 2024,,,,,,,,rabv_4b_2024_r9_run11,2 Dec 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode94,pass,344,334,10.73206504,15.52791418,2,0,88,7362,5557,2926,0,2624
,,NC_cDNA_RITM_04_Dec_24,1,,,,,,,,,rabv_4b_2024_r9_run12,5 Dec 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode12,,0,0,,0,0,0,0,0,-9,,,
,,NC_cDNA_RITM_04_Sep_24,1,,,,,,,,,rabv_4b_2024_r9_run3,11 Sep 2024,Philippines,Nanopore,Minion,FAQ87517,Amplicon,barcode19,,91,91,2.906469997,8.818329695,0,0,36,1217,1195,1183,0,1053
,,NC_cDNA_RITM_05_Nov_24,1,,,,,,,,,rabv_4b_2024_r10_run1,6 Nov 2024,Philippines,Nanopore,Minion,FAZ05583,Amplicon,barcode23,,3,2,0.1214381495,0.4234192869,0,0,2,1016,0,0,0,-9
,,NC_cDNA_RITM_07_Jan_25,1,,,,,,,,,rabv_4b_2025_r9_run1,09 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode95,,0,0,,0,0,0,0,0,-9,,,
,,NC_cDNA_RITM_14_Jan_25,1,,,,,,,,,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode71,,2,1,0.05020113979,0.2835012125,0,0,2,404,0,0,0,-9
,,NC_cDNA_RITM_14_Oct_24,NC_cDNA_RITM_14_Oct_24,,,,,,,,,rabv_4b_2024_r9_run7,16 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode71,,6,2,0.2133757962,0.611730195,0,0,2,1315,0,0,0,-9
,,NC_cDNA_RITM_14_Oct_24,NC_cDNA_RITM_14_Oct_24,,,,,,,,,rabv_4b_2024_r9_run8,17 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode95,,0,0,,0,0,0,0,0,,,,-9
,,NC_cDNA_RITM_21_Oct_24,1,,,,,,,,,rabv_4b_2024_r9_run9,22 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode43,,0,0,,0,0,0,0,0,,,,-9
,,NC_cDNA_RITM_24_Sep_24,NC_cDNA_RITM_24_Sep_24,,,,,,,,,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode23,,0,0,,0,0,0,0,0,,,,-9
,,NC_cDNA_RITM_24_Sep_24,NC_cDNA_RITM_24_Sep_24,,,,,,,,,rabv_4b_2024_r9_run6,3 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode47,,0,0,,0,0,0,0,0,,,,-9
,,NC_cDNA_RITM_25_Nov_24,NC_cDNA_RITM_25_Nov_24,,,,,,,,,rabv_4b_2024_r9_run10,26 Nov 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode61,,1,1,0.03075762655,0.1726675813,0,0,1,367,0,0,0,-9
,,NC_cDNA_RITM_25_Sep_24,NC_cDNA_RITM_25_Sep_24,,,,,,,,,rabv_4b_2024_r9_run4,26 Sep 2024,Philippines,Nanopore,Minion,FAU42631,Amplicon,barcode23,,0,0,,0,0,0,0,0,,,,-9
,,NC_cDNA_RITM_29_Nov_24,1,,,,,,,,,rabv_4b_2024_r9_run11,2 Dec 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode95,,0,0,,0,0,0,0,0,-9,,,
,,NC_PCR_RITM_04_Dec_24,1,,,,,,,,,rabv_4b_2024_r9_run12,5 Dec 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode13,,3,2,0.08908816628,0.3752795487,0,0,2,707,0,0,0,-9
,,NC_PCR_RITM_04_Sep_24,1,,,,,,,,,rabv_4b_2024_r9_run3,11 Sep 2024,Philippines,Nanopore,Minion,FAQ87517,Amplicon,barcode20,,449,440,13.7946698,25.9173605,0,0,116,5446,4780,2631,377,2345
,,NC_PCR_RITM_05_Nov_24,1,,,,,,,,,rabv_4b_2024_r10_run1,6 Nov 2024,Philippines,Nanopore,Minion,FAZ05583,Amplicon,barcode24,,22,10,0.8400938652,1.079634437,0,0,4,5075,0,0,0,-9
,,NC_PCR_RITM_07_Jan_25,1,,,,,,,,,rabv_4b_2025_r9_run1,09 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode96,,1,1,0.04693261817,0.2115034198,0,0,1,560,0,0,0,-9
,,NC_PCR_RITM_14_Jan_25,1,,,,,,,,,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode72,,3,2,0.1060174321,0.4355049563,0,0,3,804,0,0,0,-9
,,NC_PCR_RITM_14_Oct_24,NC_PCR_RITM_14_Oct_24,,,,,,,,,rabv_4b_2024_r9_run7,16 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode72,,0,0,,0,0,0,0,0,,,,-9
,,NC_PCR_RITM_14_Oct_24,NC_PCR_RITM_14_Oct_24,,,,,,,,,rabv_4b_2024_r9_run8,17 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode96,,1,1,0.02908146162,0.1680419495,0,0,1,347,0,0,0,-9
,,NC_PCR_RITM_21_Oct_24,1,,,,,,,,,rabv_4b_2024_r9_run9,22 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode44,,0,0,,0,0,0,0,0,,,,-9
,,NC_PCR_RITM_24_Sep_24,NC_PCR_RITM_24_Sep_24,,,,,,,,,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode24,,0,0,,0,0,0,0,0,,,,-9
,,NC_PCR_RITM_24_Sep_24,NC_PCR_RITM_24_Sep_24,,,,,,,,,rabv_4b_2024_r9_run6,3 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode48,,1,1,0.03695943681,0.1886701357,0,0,1,441,0,0,0,-9
,,NC_PCR_RITM_25_Nov_24,1,,,,,,,,,rabv_4b_2024_r9_run10,26 Nov 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode62,,3,2,0.08246731478,0.3989396055,0,0,3,565,0,0,0,-9
,,NC_PCR_RITM_25_Sep_24,1,,,,,,,,,rabv_4b_2024_r9_run4,26 Sep 2024,Philippines,Nanopore,Minion,FAU42631,Amplicon,barcode24,,0,0,,0,0,0,0,0,,,,-9
,,NC_PCR_RITM_29_Nov_24,1,,,,,,,,,rabv_4b_2024_r9_run11,2 Dec 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode96,,0,0,,0,0,0,0,0,-9,,,
M-107,RADDL4B-24-121,RADDL4B-24-121_2,1,13 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode47,pass,53107,49594,2028.715136,2224.010428,1077,0,11456,11894,11893,11890,11570,11791
M-108,RADDL4B-24-122,RADDL4B-24-122_2,1,13 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode48,pass,51229,49018,2906.685635,2447.789382,2285.5,0,15764,11895,11894,11892,11673,11789
M-35,RADDL4B-24-014,RADDL4B-24-014,RADDL4B-24-014_2,13 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode31,pass,49072,44858,1706.391636,1816.217511,1018,0,10462,11897,11893,11884,11659,11786
M-43,RADDL4B-24-018,RADDL4B-24-018_3,RADDL4B-24-018_3,6 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode30,pass,177837,165002,6980.366326,5812.939896,4948,0,32742,11899,11700,11690,11679,11584
M-98,RADDL4B-24-100,RADDL4B-24-100_2,1,13 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode41,pass,7376,6875,297.7153034,365.2573885,148,0,1890,11894,11888,11715,8021,11584
OM-46,RADDL4B-24-009,RADDL4B-24-009_2,1,13 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode32,pass,83197,79374,4736.695022,3251.091427,3834,0,18963,11925,11896,11895,11893,11781
R-109,RADDL4B-24-138,RADDL4B-24-138,1,13 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode33,pass,44794,42763,2474.174405,1843.791107,2274,0,9859,11920,11896,11893,11881,11785
R-110,RADDL4B-24-155,RADDL4B-24-155,1,13 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode35,pass,18439,17290,1055.075511,739.5529433,936,0,3924,11918,11893,11886,11861,11785
R-111,RADDL4B-24-154,RADDL4B-24-154,1,13 Mar 2025,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode34,pass,6793,6311,338.9710023,261.2874965,299,0,1594,11891,11886,11870,9782,11786
R-80,RADDL4B-24-095,RADDL4B-24-095_2,1,13 Mar 2025,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode29,pass,67788,63747,3301.729886,2900.49257,2418,0,17283,11894,11894,11893,11882,11783
R-81,RADDL4B-24-096,RADDL4B-24-096_2,1,13 Mar 2025,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode28,pass,42484,40031,2124.292994,1656.414135,1879.5,0,8822,11897,11893,11887,11879,11782
R-82,RADDL4B-24-097,RADDL4B-24-097_2,RADDL4B-24-097_2,13 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode27,pass,22322,20671,1036.220583,849.1064428,806,0,4755,11894,11893,11887,11647,11787
R-83,RADDL4B-24-098,RADDL4B-24-098_2,RADDL4B-24-098_2,13 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode26,pass,33057,30677,1787.839088,1313.196088,1413,0,6160,11896,11893,11891,11878,11787
R-84,RADDL4B-24-099,RADDL4B-24-099_2,RADDL4B-24-099_2,13 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode25,pass,33733,31970,1974.942256,1337.350285,1775,0,6623,11899,11894,11892,11673,11784
R-88,RADDL4B-24-112,RADDL4B-24-112_2,1,13 Mar 2025,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode42,pass,48264,45675,2308.224941,1932.093069,1822.5,0,10703,11895,11894,11893,11881,11789
R-89,RADDL4B-24-113,RADDL4B-24-113_2,1,13 Mar 2025,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode43,pass,48169,45792,2189.019863,1784.631988,1697,0,8563,11895,11893,11892,11878,11793
R-90,RADDL4B-24-114,RADDL4B-24-114_2,1,13 Mar 2025,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode44,pass,44680,42192,2344.681026,1937.899253,1818,0,11397,11899,11894,11893,11882,11781
R-91,RADDL4B-24-116,RADDL4B-24-116_2,1,13 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode45,pass,33433,31726,1945.676249,1411.7672,1650,0,6852,11894,11893,11892,11673,11779
R-92,RADDL4B-24-117,RADDL4B-24-117_2,1,13 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode46,pass,22999,21104,912.5097218,819.3613737,776,0,3936,11895,11893,11883,11351,11788
,NEC_031325,NEC_031325,1,13 Mar 2025,,,,,,,,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode38,pass,2,1,0.0654542407,0.316860627,0,0,2,547,0,0,0,-10
,NC_PCR_RITM_24_Mar_25,NC_PCR_RITM_24_Mar_25,1,,,,,,,,,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode40,,8,4,0.5134931277,0.8690483065,0,0,4,3849,0,0,0,-9
,NC_cDNA_RITM_24_Mar_25,NC_cDNA_RITM_24_Mar_25,1,13 Mar 2025,,,,,,,,rabv_4B_2025_r10_run3,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode39,,6,2,0.2065035199,0.5898575129,0,0,2,1366,0,0,0,-9
M-120,RADDL4B-24-147,RADDL4B-24-147,1,27 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode49,pass,3690,3416,147.8773885,172.9026938,96,0,982,11886,11883,11464,5798,9608
M-121,RADDL4B-24-148,RADDL4B-24-148,1,27 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode50,pass,1931,1822,88.8231646,115.4689646,53,0,674,11886,11881,11066,2614,10185
M-123,RADDL4B-24-150,RADDL4B-24-150,1,27 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode51,pass,2469,2265,106.4259135,127.7957316,67,0,695,11886,11881,10789,4384,9265
M-124,RADDL4B-24-151,RADDL4B-24-151,1,27 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode52,pass,2969,2712,132.762655,140.9619085,90,0,745,11887,11884,11653,5218,10911
M-35,RADDL4B-24-014,RADDL4B-24-014_2,RADDL4B-24-014_2,13 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode59,pass,1489,1270,51.25150855,50.45923727,35,0,253,11685,11661,8678,1168,4887
M-43,RADDL4B-24-018,RADDL4B-24-018_3,RADDL4B-24-018_3,6 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode63,pass,10371,9830,388.3840094,376.7377568,328,0,2027,11887,11678,11673,9783,11587
NA,NC_cDNA_RITM_24_Mar_2025,NC_cDNA_RITM_24_Mar_2025,1,,,,,,,,,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode71,pass,3,2,0.1088669125,0.4122406155,0,0,2,864,0,0,0,-9
NA,NC_extraction_RITM_27_May_25,NC_extraction_RITM_27_May_25,1,27 Mar 2025,,,,,,,,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode70,pass,3,2,0.2034026148,0.5672701988,0,0,2,1474,0,0,0,-9
NA,NC_PCR_RITM_24_Mar_2025,NC_PCR_RITM_24_Mar_2025,1,,,,,,,,,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode72,pass,2,1,0.04349648005,0.2857826499,0,0,2,280,0,0,0,-9
OM-46,RADDL4B-24-009,RADDL4B-24-009,1,28 Feb 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode58,pass,1188,1105,51.07802548,64.21941787,29,0,342,11889,11864,7119,1276,6221
R-119,RADDL4B-24-188,RADDL4B-24-188,RADDL4B-24-188,27 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode56,pass,3961,3434,177.3654878,131.2864075,156,0,824,11887,11882,11722,8345,11068
R-120,RADDL4B-24-186,RADDL4B-24-186,RADDL4B-24-186,27 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode54,pass,2463,2153,89.87973517,70.51336856,71.5,0,427,11884,11722,10697,3892,8248
R-121,RADDL4B-24-185,RADDL4B-24-185,RADDL4B-24-185,27 Mar 2025,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode53,pass,2130,1892,83.77229299,70.32819141,69,0,450,11895,11878,10071,3453,8760
R-122,RADDL4B-24-187,RADDL4B-24-187,RADDL4B-24-187,27 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode55,pass,1026,876,38.7337412,32.35239538,32,0,177,11882,11121,7595,788,6021
R-72,RADDL4B-23-103,RADDL4B-23-103_2,RADDL4B-23-103_2,28 Feb 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode64,pass,693,598,24.14356353,24.57198961,15,0,139,11877,9824,4909,112,2921
R-82,RADDL4B-24-097,RADDL4B-24-097_2,RADDL4B-24-097_2,13 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode60,pass,730,591,29.39741871,23.23414044,25,0,161,11883,10858,7711,233,4088
R-83,RADDL4B-24-098,RADDL4B-24-098_2,RADDL4B-24-098_2,13 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode61,pass,142,94,4.55020114,5.982393422,3,0,37,9715,4337,367,0,-9
R-84,RADDL4B-24-099,RADDL4B-24-099_2,RADDL4B-24-099_2,13 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode62,pass,1134,1062,66.35626886,52.93276241,56,0,340,11888,11672,10126,1641,9983
Z-25-021,Z-25-021,Z-25-021,1,,,,Philippines,,positive,positive,RITM,rabv_4b_2025_r10_run4,24 March 2025,Philippines,Nanopore,Minion,FAY28415,Amplicon,barcode57,pass,7692,7229,273.5600905,281.5470382,156,0,1264,11692,11246,10633,7517,10368
M-127,RADDL4B-24-183,RADDL4B-24-183,1,20 May 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode58,pass,10689,9494,335.8346463,485.5517488,190,0,3007,11898,11597,11410,8693,11126
M-131,RADDL4B-24-180,RADDL4B-24-180,1,20 May 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode55,pass,9900,8995,428.0845625,432.254772,289.5,0,2416,11894,11893,11879,10755,11794
M-132,RADDL4B-24-178,RADDL4B-24-178,1,20 May 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode54,pass,10279,9048,430.339172,392.6667443,322,0,2235,11894,11893,11881,10597,11783
M-133,RADDL4B-24-182,RADDL4B-24-182,1,20 May 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode57,pass,2124,1711,66.4389876,74.8329991,40,0,382,11680,11040,8765,2591,5759
M-134,RADDL4B-24-181,RADDL4B-24-181,1,20 May 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode56,pass,37193,33947,1459.579031,1384.656563,950.5,0,6844,11897,11893,11886,11514,11791
M-135,RADDL4B-24-184,RADDL4B-24-184,1,20 May 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode59,pass,9755,8254,323.2110292,316.7913143,229,0,1595,11887,11682,11509,9160,11369
M-137,RADDL4B-25-005,RADDL4B-25-005,1,20 May 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode64,pass,12109,10813,397.880238,441.833745,249,0,2504,11693,11682,11669,9843,11380
M-138,RADDL4B-25-006,RADDL4B-25-006,1,20 May 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode65,pass,14080,12691,476.8829199,573.649647,257,0,3010,11697,11695,11671,10573,11379
M-140,RADDL4B-25-008,RADDL4B-25-008,1,20 May 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode66,pass,10630,9060,356.1083641,398.0274817,270,0,2376,11893,11885,11677,9922,11382
M-141,RADDL4B-25-009,RADDL4B-25-009,1,20 May 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode67,pass,8213,7120,287.9882668,296.1742101,194,0,1451,11800,11682,11670,8747,11112
OC-16,RADDL4B-25-017,RADDL4B-25-017,1,20 May 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode69,pass,24384,22488,878.1112135,1319.698079,404,0,7216,11893,11890,11886,11393,11776
OM-80,RADDL4B-24-173,RADDL4B-24-173,1,20 May 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode52,pass,9193,8221,319.5109789,370.3958946,201,0,1703,11893,11886,11674,8471,11079
OM-81,RADDL4B-24-174,RADDL4B-24-174,1,20 May 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode53,pass,14940,13132,504.1869762,465.7569417,384.5,0,2389,11891,11886,11686,10614,11383
OM-92,RADDL4B-24-153,RADDL4B-24-153,1,20 May 2025,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode49,pass,19505,17574,669.7204157,646.0687309,418,0,3073,11887,11698,11674,10949,11584
R-112,RADDL4B-24-157,RADDL4B-24-157,1,20 May 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode51,pass,11719,10149,468.7921555,342.8856859,373,0,1593,11918,11885,11709,11008,11372
R-113,RADDL4B-24-156,RADDL4B-24-156,1,20 May 2025,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode50,pass,20745,19075,786.6737345,651.967944,606.5,0,3302,11893,11886,11703,11337,11586
R-119,RADDL4B-24-188,RADDL4B-24-188,RADDL4B-24-188,27 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode63,pass,12754,11425,565.3582803,443.4636208,495,0,2462,11893,11893,11881,10364,11786
R-120,RADDL4B-24-186,RADDL4B-24-186,RADDL4B-24-186,27 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode61,pass,10042,8743,356.4979048,289.9891857,316,0,1575,11790,11724,11640,9514,11166
R-121,RADDL4B-24-185,RADDL4B-24-185,RADDL4B-24-185,27 Mar 2025,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode60,pass,10981,9667,429.9861716,333.1311712,379,0,1810,11894,11892,11881,10507,11783
R-122,RADDL4B-24-187,RADDL4B-24-187,RADDL4B-24-187,27 Mar 2025,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r10_run5,29 May 2025,Philippines,Nanopore,Minion,FAZ08077,Amplicon,barcode62,pass,19373,17810,725.041066,565.647655,606,0,2867,11896,11893,11882,11134,11796
